SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.009998;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000
13305600.019997;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000
13305600.029995;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000
13305600.039994;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.049992;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.059991;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.069989;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000002;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.079987;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000002;0.000000;-0.000002;0.000001;0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.089986;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000002;0.000000;-0.000002;0.000001;0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.099984;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000002;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.109983;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.119981;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.129980;-0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000;-0.000003;0.000001;-0.000004;0.000000;0.000000;0.000000;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000
13305600.139978;-0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000;-0.000003;0.000001;-0.000004;0.000000;0.000000;0.000000;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
13305600.149976;-0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000;-0.000003;0.000001;-0.000004;0.000000;0.000000;0.000000;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
