SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.009997;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000
13305600.019994;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000
13305600.029991;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000
13305600.039988;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000001;-0.000000;0.000001;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000
13305600.049984;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.059981;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.069978;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000001;0.000000;-0.000002;0.000001;0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.079975;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000002;0.000000;-0.000002;0.000001;0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.089972;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000002;0.000000;-0.000002;0.000001;0.000000;0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.099969;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000002;0.000000;-0.000002;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.109966;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.119962;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.129959;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.139956;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000003;0.000000;-0.000003;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
